Track_Name,Track_ID,URL,Artist(s),Album,Popularity,Duration,Tempo,Key,Mode,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveliness,Valence,Time_Signature,Common Genre
Believer,spotify:track:0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,['Imagine Dragons'],Evolve,89,3.41,124.949,10,0,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,4,modern rock
Thunder,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,['Imagine Dragons'],Evolve,87,3.12,167.997,0,1,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,4,modern rock
Bones,spotify:track:54ipXppHLA8U4yqpOFTUhr,https://open.spotify.com/track/54ipXppHLA8U4yqpOFTUhr,['Imagine Dragons'],Mercury - Acts 1 & 2,86,2.75,114.061,5,0,0.772,0.75,-3.67,0.0455,0.0201,0.0,0.074,0.587,4,modern rock
Whatever It Takes,spotify:track:6Qn5zhYkTa37e91HC1D7lb,https://open.spotify.com/track/6Qn5zhYkTa37e91HC1D7lb,['Imagine Dragons'],Evolve,84,3.35,134.945,10,0,0.672,0.655,-5.021,0.0311,0.0362,0.0,0.117,0.556,4,modern rock
Enemy (with JID) - from the series Arcane League of Legends,spotify:track:3CIyK1V4JEJkg02E4EJnDl,https://open.spotify.com/track/3CIyK1V4JEJkg02E4EJnDl,"['Imagine Dragons', 'JID', 'Arcane', 'League of Legends']",Mercury - Acts 1 & 2,83,2.89,77.011,11,0,0.728,0.783,-4.424,0.266,0.237,0.0,0.434,0.555,4,modern rock
I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,['Arctic Monkeys'],AM,95,3.07,67.528,0,0,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,4,modern rock
Why'd You Only Call Me When You're High?,spotify:track:086myS9r57YsLbJpU0TgK9,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,['Arctic Monkeys'],AM,90,2.69,92.004,2,1,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,4,modern rock
Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,['Arctic Monkeys'],AM,90,4.54,85.03,5,1,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,4,modern rock
R U Mine?,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://open.spotify.com/track/2AT8iROs4FQueDv2c8q2KE,['Arctic Monkeys'],AM,84,3.36,97.094,6,0,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,0.619,4,modern rock
505,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,['Arctic Monkeys'],Favourite Worst Nightmare (Standard Version),82,4.23,140.267,0,1,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,4,modern rock
Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,['The Neighbourhood'],I Love You.,92,4.01,124.053,10,1,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,4,modern rock
Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,['The Neighbourhood'],Wiped Out!,87,4.34,85.012,10,1,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,4,modern rock
Softcore,spotify:track:2K7xn816oNHJZ0aVqdQsha,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,87,3.44,93.986,9,0,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.286,0.37,4,modern rock
Reflections,spotify:track:2xql0pid3EUwW38AsywxhV,https://open.spotify.com/track/2xql0pid3EUwW38AsywxhV,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,86,4.07,113.983,11,0,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.116,0.544,4,modern rock
You Get Me So High,spotify:track:7zwn1eykZtZ5LODrf7c0tS,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,85,2.55,88.036,7,0,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,4,modern rock
Northern Attitude (with Hozier),spotify:track:4oEf84vBYVftf6KmZexhVo,https://open.spotify.com/track/4oEf84vBYVftf6KmZexhVo,"['Noah Kahan', 'Hozier']",Northern Attitude (with Hozier),83,4.45,122.017,3,1,0.486,0.64,-8.027,0.0551,0.136,7.58e-05,0.105,0.289,4,modern rock
Take Me to Church,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://open.spotify.com/track/1CS7Sd1u5tWkstBhpssyjP,['Hozier'],Hozier (Expanded Edition),80,4.03,128.945,4,0,0.566,0.664,-5.303,0.0464,0.634,0.0,0.116,0.437,4,modern rock
Work Song,spotify:track:5TgEJ62DOzBpGxZ7WRsrqb,https://open.spotify.com/track/5TgEJ62DOzBpGxZ7WRsrqb,['Hozier'],Hozier (Expanded Edition),80,3.83,121.412,10,1,0.531,0.363,-7.672,0.0608,0.749,0.0,0.112,0.259,4,modern rock
Would That I,spotify:track:37zuIvk4KBkAxxLJsxJaHq,https://open.spotify.com/track/37zuIvk4KBkAxxLJsxJaHq,['Hozier'],"Wasteland, Baby!",77,4.47,130.694,5,1,0.521,0.526,-6.032,0.0281,0.243,0.00537,0.108,0.502,4,modern rock
Like Real People Do,spotify:track:57V4uc2b2diZ4RPHXWecb9,https://open.spotify.com/track/57V4uc2b2diZ4RPHXWecb9,['Hozier'],Hozier (Expanded Edition),76,3.3,140.01,7,1,0.539,0.179,-14.33,0.0309,0.921,0.393,0.106,0.145,3,modern rock
All The Small Things,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://open.spotify.com/track/2m1hi0nfMR9vdGC8UcrnwU,['blink-182'],Enema Of The State,84,2.78,148.726,0,1,0.434,0.897,-4.918,0.0488,0.0103,0.0,0.612,0.684,4,modern rock
What's My Age Again?,spotify:track:4LJhJ6DQS7NwE7UKtvcM52,https://open.spotify.com/track/4LJhJ6DQS7NwE7UKtvcM52,['blink-182'],Enema Of The State,81,2.47,157.66,6,1,0.391,0.951,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,4,modern rock
I Miss You,spotify:track:1oTo3ijRbaDAtrjJrGAPSw,https://open.spotify.com/track/1oTo3ijRbaDAtrjJrGAPSw,['blink-182'],blink-182,77,3.79,110.0,11,1,0.664,0.781,-6.547,0.0339,0.00103,5.33e-06,0.0867,0.593,4,modern rock
First Date,spotify:track:1fJFuvU2ldmeAm5nFIHcPP,https://open.spotify.com/track/1fJFuvU2ldmeAm5nFIHcPP,['blink-182'],Take Off Your Pants And Jacket,77,2.86,95.594,0,1,0.579,0.928,-4.344,0.0411,0.000715,0.0,0.18,0.882,4,modern rock
Adam's Song,spotify:track:6xpDh0dXrkVp0Po1qrHUd8,https://open.spotify.com/track/6xpDh0dXrkVp0Po1qrHUd8,['blink-182'],Enema Of The State,74,4.16,136.028,0,1,0.52,0.775,-5.803,0.0348,0.034,0.0,0.364,0.382,4,modern rock
I Wanna Be Yours,spotify:track:5XeFesFbtLpXzIVDNQP22n,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,['Arctic Monkeys'],AM,95,3.07,67.528,0,0,0.464,0.417,-9.345,0.0256,0.136,0.022,0.0974,0.479,4,permanent wave
Why'd You Only Call Me When You're High?,spotify:track:086myS9r57YsLbJpU0TgK9,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9,['Arctic Monkeys'],AM,90,2.69,92.004,2,1,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,4,permanent wave
Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst,['Arctic Monkeys'],AM,90,4.54,85.03,5,1,0.548,0.532,-7.596,0.0323,0.186,0.000263,0.217,0.405,4,permanent wave
R U Mine?,spotify:track:2AT8iROs4FQueDv2c8q2KE,https://open.spotify.com/track/2AT8iROs4FQueDv2c8q2KE,['Arctic Monkeys'],AM,84,3.36,97.094,6,0,0.288,0.758,-5.692,0.0371,0.00616,0.0,0.303,0.619,4,permanent wave
505,spotify:track:58ge6dfP91o9oXMzq3XkIS,https://open.spotify.com/track/58ge6dfP91o9oXMzq3XkIS,['Arctic Monkeys'],Favourite Worst Nightmare (Standard Version),82,4.23,140.267,0,1,0.52,0.852,-5.866,0.0543,0.00237,5.79e-05,0.0733,0.234,4,permanent wave
Under the Bridge,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,https://open.spotify.com/track/3d9DChrdc6BOeFsbrZ3Is0,['Red Hot Chili Peppers'],Blood Sugar Sex Magik (Deluxe Edition),86,4.41,84.581,4,1,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.141,0.458,4,permanent wave
Californication,spotify:track:48UPSzbZjgc449aqz8bxox,https://open.spotify.com/track/48UPSzbZjgc449aqz8bxox,['Red Hot Chili Peppers'],Californication (Deluxe Edition),86,5.5,96.483,9,0,0.592,0.767,-2.788,0.027,0.0021,0.00165,0.127,0.328,4,permanent wave
Can't Stop,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://open.spotify.com/track/3ZOEytgrvLwQaqXreDs2Jx,['Red Hot Chili Peppers'],By the Way (Deluxe Edition),86,4.48,91.455,9,1,0.618,0.938,-3.442,0.0456,0.0179,0.0,0.167,0.875,4,permanent wave
Scar Tissue,spotify:track:1G391cbiT3v3Cywg8T7DM1,https://open.spotify.com/track/1G391cbiT3v3Cywg8T7DM1,['Red Hot Chili Peppers'],Californication (Deluxe Edition),85,3.6,88.969,0,1,0.595,0.717,-4.803,0.0295,0.0779,0.00274,0.108,0.547,4,permanent wave
Otherside,spotify:track:64BbK9SFKH2jk86U3dGj2P,https://open.spotify.com/track/64BbK9SFKH2jk86U3dGj2P,['Red Hot Chili Peppers'],Californication (Deluxe Edition),85,4.26,123.229,0,1,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,4,permanent wave
Heart-Shaped Box,spotify:track:11LmqTE2naFULdEP94AUBa,https://open.spotify.com/track/11LmqTE2naFULdEP94AUBa,['Nirvana'],In Utero (Deluxe Edition),81,4.69,203.006,1,1,0.256,0.641,-10.283,0.0552,0.199,0.0329,0.0853,0.382,4,permanent wave
Smells Like Teen Spirit,spotify:track:5ghIJDpPoe3CfHMGu71E6T,https://open.spotify.com/track/5ghIJDpPoe3CfHMGu71E6T,['Nirvana'],Nevermind (Remastered),80,5.03,116.761,1,1,0.502,0.912,-4.556,0.0564,2.55e-05,0.000173,0.106,0.72,4,permanent wave
Come As You Are,spotify:track:4P5KoWXOxwuobLmHXLMobV,https://open.spotify.com/track/4P5KoWXOxwuobLmHXLMobV,['Nirvana'],Nevermind (Remastered),79,3.65,120.125,4,0,0.5,0.824,-5.846,0.0388,0.00016,0.00161,0.0916,0.539,4,permanent wave
About A Girl,spotify:track:2SHTKB8YYlawTGIuJ2b2ok,https://open.spotify.com/track/2SHTKB8YYlawTGIuJ2b2ok,['Nirvana'],Bleach,79,2.81,131.951,6,0,0.413,0.875,-7.48,0.031,5.13e-06,0.00058,0.209,0.575,4,permanent wave
Dumb,spotify:track:5gRcv46AMTrosmTOqrOV3Q,https://open.spotify.com/track/5gRcv46AMTrosmTOqrOV3Q,['Nirvana'],In Utero,77,2.53,113.589,6,1,0.697,0.395,-13.58,0.0281,0.428,0.653,0.173,0.876,4,permanent wave
Creep,spotify:track:70LcF31zb1H0PyJoS1Sx1r,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r,['Radiohead'],Pablo Honey,89,3.98,91.844,7,1,0.515,0.43,-9.935,0.0372,0.0097,0.000133,0.129,0.104,4,permanent wave
No Surprises,spotify:track:10nyNJ6zNy2YVYLrcwLccB,https://open.spotify.com/track/10nyNJ6zNy2YVYLrcwLccB,['Radiohead'],OK Computer,85,3.82,76.426,5,1,0.255,0.393,-10.654,0.0278,0.0577,0.00361,0.113,0.118,4,permanent wave
Karma Police,spotify:track:63OQupATfueTdZMWTxW03A,https://open.spotify.com/track/63OQupATfueTdZMWTxW03A,['Radiohead'],OK Computer,80,4.4,74.807,7,1,0.36,0.501,-9.129,0.0258,0.0638,9.32e-05,0.172,0.324,4,permanent wave
High and Dry,spotify:track:2a1iMaoWQ5MnvLFBDv4qkf,https://open.spotify.com/track/2a1iMaoWQ5MnvLFBDv4qkf,['Radiohead'],The Bends,79,4.29,87.568,4,1,0.419,0.383,-11.782,0.0256,0.0724,0.0176,0.0896,0.35,4,permanent wave
Jigsaw Falling Into Place,spotify:track:0YJ9FWWHn9EfnN0lHwbzvV,https://open.spotify.com/track/0YJ9FWWHn9EfnN0lHwbzvV,['Radiohead'],In Rainbows,77,4.15,165.653,11,0,0.462,0.832,-6.085,0.0479,0.108,0.00416,0.0741,0.807,4,permanent wave
Basket Case,spotify:track:6L89mwZXSOwYl76YXfX13s,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s,['Green Day'],Dookie,85,3.03,85.064,3,1,0.442,0.943,-3.205,0.0602,0.00293,8.71e-06,0.091,0.781,4,permanent wave
American Idiot,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,https://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj,['Green Day'],American Idiot,84,2.94,186.113,1,1,0.38,0.988,-2.042,0.0639,2.64e-05,7.86e-05,0.368,0.769,4,permanent wave
Boulevard of Broken Dreams,spotify:track:5GorCbAP4aL0EJ16frG2hd,https://open.spotify.com/track/5GorCbAP4aL0EJ16frG2hd,['Green Day'],Greatest Hits: God's Favorite Band,82,4.37,167.06,8,1,0.496,0.682,-4.095,0.0294,0.00552,2.94e-05,0.0589,0.474,4,permanent wave
When I Come Around,spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz,https://open.spotify.com/track/1Dr1fXbc2IxaK1Mu8P8Khz,['Green Day'],Dookie,80,2.97,97.546,11,1,0.531,0.909,-4.236,0.034,0.0175,0.0,0.231,0.814,4,permanent wave
21 Guns,spotify:track:64yrDBpcdwEdNY9loyEGbX,https://open.spotify.com/track/64yrDBpcdwEdNY9loyEGbX,['Green Day'],21st Century Breakdown,77,5.35,159.779,5,1,0.268,0.742,-4.939,0.0355,0.0518,0.0,0.626,0.416,4,permanent wave
Sweater Weather,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,['The Neighbourhood'],I Love You.,92,4.01,124.053,10,1,0.612,0.807,-2.81,0.0336,0.0495,0.0177,0.101,0.398,4,modern alternative rock
Daddy Issues,spotify:track:5E30LdtzQTGqRvNd7l6kG5,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5,['The Neighbourhood'],Wiped Out!,87,4.34,85.012,10,1,0.588,0.521,-9.461,0.0329,0.0678,0.149,0.123,0.337,4,modern alternative rock
Softcore,spotify:track:2K7xn816oNHJZ0aVqdQsha,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,87,3.44,93.986,9,0,0.575,0.568,-5.509,0.03,0.0484,0.000417,0.286,0.37,4,modern alternative rock
Reflections,spotify:track:2xql0pid3EUwW38AsywxhV,https://open.spotify.com/track/2xql0pid3EUwW38AsywxhV,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,86,4.07,113.983,11,0,0.648,0.594,-7.027,0.0293,0.114,0.0462,0.116,0.544,4,modern alternative rock
You Get Me So High,spotify:track:7zwn1eykZtZ5LODrf7c0tS,https://open.spotify.com/track/7zwn1eykZtZ5LODrf7c0tS,['The Neighbourhood'],Hard To Imagine The Neighbourhood Ever Changing,85,2.55,88.036,7,0,0.551,0.881,-6.099,0.0542,0.186,0.0791,0.152,0.387,4,modern alternative rock
Starboy,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://open.spotify.com/track/7MXVkk9YMctZqd1Srtv4MB,"['The Weeknd', 'Daft Punk']",Starboy,93,3.84,186.003,7,1,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,4,pop
"One Of The Girls (with JENNIE, Lily Rose Depp)",spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://open.spotify.com/track/7CyPwkp0oE8Ro9Dd5CUDjW,"['The Weeknd', 'JENNIE', 'Lily-Rose Depp']",The Idol Episode 4 (Music from the HBO Original Series),92,4.08,87.51,8,1,0.522,0.641,-6.287,0.0318,0.0545,0.0,0.162,0.202,4,pop
Blinding Lights,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,['The Weeknd'],After Hours,91,3.33,171.005,1,1,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897,0.334,4,pop
Creepin' (with The Weeknd & 21 Savage),spotify:track:2dHHgzDwk4BJdRwy9uXhTO,https://open.spotify.com/track/2dHHgzDwk4BJdRwy9uXhTO,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,91,3.69,97.95,1,0,0.715,0.62,-6.005,0.0484,0.417,0.0,0.0822,0.172,4,pop
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,spotify:track:6WzRpISELf3YglGAh7TXcG,https://open.spotify.com/track/6WzRpISELf3YglGAh7TXcG,"['The Weeknd', 'Playboi Carti', 'Madonna']",Popular (Music from the HBO Original Series),91,3.59,99.029,1,1,0.855,0.678,-6.276,0.189,0.0569,3.69e-05,0.412,0.852,4,pop
Say Yes To Heaven,spotify:track:6GGtHZgBycCgGBUhZo81xe,https://open.spotify.com/track/6GGtHZgBycCgGBUhZo81xe,['Lana Del Rey'],Say Yes To Heaven,89,3.49,99.992,6,0,0.49,0.352,-11.577,0.0254,0.709,0.0856,0.114,0.166,4,pop
Young And Beautiful,spotify:track:2nMeu6UenVvwUktBCpLMK9,https://open.spotify.com/track/2nMeu6UenVvwUktBCpLMK9,['Lana Del Rey'],Young And Beautiful,87,3.93,113.986,11,0,0.324,0.416,-8.92,0.0368,0.262,3.69e-05,0.11,0.151,4,pop
West Coast,spotify:track:5Y6nVaayzitvsD5F7nr3DV,https://open.spotify.com/track/5Y6nVaayzitvsD5F7nr3DV,['Lana Del Rey'],Ultraviolence (Deluxe),85,4.28,123.167,6,0,0.527,0.591,-7.664,0.0396,0.194,0.0194,0.0907,0.461,4,pop
Cinnamon Girl,spotify:track:2mdEsXPu8ZmkHRRtAdC09e,https://open.spotify.com/track/2mdEsXPu8ZmkHRRtAdC09e,['Lana Del Rey'],Norman Fucking Rockwell!,85,5.01,91.781,6,0,0.294,0.337,-10.614,0.036,0.814,0.414,0.14,0.135,5,pop
Brooklyn Baby,spotify:track:1NZs6n6hl8UuMaX0UC0YTz,https://open.spotify.com/track/1NZs6n6hl8UuMaX0UC0YTz,['Lana Del Rey'],Ultraviolence (Deluxe),84,5.86,107.747,1,1,0.404,0.664,-6.698,0.0407,0.542,0.00402,0.11,0.0949,4,pop
Snooze,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,https://open.spotify.com/track/4iZ4pt7kvcaH6Yo8UoZ4s2,['SZA'],SOS,92,3.36,143.008,5,1,0.559,0.551,-7.231,0.132,0.141,0.0,0.11,0.392,4,pop
Kill Bill,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://open.spotify.com/track/1Qrg8KqiBpW07V7PNxwwwL,['SZA'],SOS,91,2.57,88.98,8,1,0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161,0.418,4,pop
Rich Baby Daddy (feat. Sexyy Red & SZA),spotify:track:1yeB8MUNeLo9Ek1UEpsyz6,https://open.spotify.com/track/1yeB8MUNeLo9Ek1UEpsyz6,"['Drake', 'Sexyy Red', 'SZA']",For All The Dogs,88,5.32,146.01,2,1,0.645,0.729,-4.56,0.0528,0.0377,0.0,0.384,0.142,4,pop
TELEKINESIS (feat. SZA & Future),spotify:track:1i9lZvlaDdWDPyXEE95aiq,https://open.spotify.com/track/1i9lZvlaDdWDPyXEE95aiq,"['Travis Scott', 'SZA', 'Future']",UTOPIA,87,5.9,82.826,5,0,0.458,0.535,-4.854,0.0281,0.575,0.0,0.168,0.216,4,pop
All The Stars (with SZA),spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s,"['Kendrick Lamar', 'SZA']",Black Panther The Album Music From And Inspired By,86,3.87,96.924,8,1,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926,0.552,4,pop
vampire,spotify:track:1kuGVB7EU95pJObxwvfwKS,https://open.spotify.com/track/1kuGVB7EU95pJObxwvfwKS,['Olivia Rodrigo'],GUTS,94,3.66,138.005,5,1,0.511,0.532,-5.745,0.0578,0.177,0.0,0.291,0.35,4,pop
